dataType,accelX,accelY,accelZ
0,18.08,-978.51,12.57
0,16.88,-979.35,12.45
0,17.00,-978.75,12.57
0,17.60,-978.63,12.69
0,16.88,-979.35,11.61
0,17.12,-978.63,13.17
0,16.40,-978.15,12.69
0,17.36,-978.27,13.17
0,17.48,-978.75,12.57
0,17.60,-977.67,12.33
0,17.24,-978.15,12.69
0,17.96,-979.23,12.93
0,17.12,-978.63,12.45
0,17.00,-978.39,12.33
0,17.72,-978.39,12.09
0,17.36,-979.35,12.81
0,17.48,-978.99,12.81
0,17.60,-978.39,11.85
0,17.36,-978.27,12.21
0,17.96,-979.71,13.05
0,17.00,-978.75,12.09
0,17.24,-978.03,12.21
0,16.64,-977.79,12.69
0,16.88,-978.51,12.21
0,17.36,-977.91,12.69
0,17.96,-979.35,12.33
0,18.20,-979.23,12.45
0,17.84,-978.51,12.69
0,17.36,-978.15,11.61
0,18.08,-978.63,12.33
0,17.48,-978.63,11.85
0,17.24,-978.15,12.33
0,16.76,-978.39,12.33
0,17.96,-977.91,12.45
0,17.24,-978.75,12.45
0,17.60,-978.63,12.45
0,17.00,-978.75,12.09
0,17.60,-978.63,12.69
0,16.76,-978.27,11.73
0,18.08,-978.63,12.57
0,17.00,-978.15,12.33
0,17.00,-977.19,12.33
0,17.00,-977.91,12.81
0,17.72,-978.99,13.53
0,17.12,-977.55,12.45
0,17.48,-978.87,13.17
0,16.40,-978.63,13.05
0,17.24,-979.35,13.41
0,17.48,-978.51,13.41
0,17.60,-978.63,13.05
0,17.00,-978.63,12.69
0,18.20,-979.11,12.69
0,16.88,-978.27,12.93
0,17.84,-977.55,13.05
0,16.76,-978.99,12.69
0,17.36,-978.51,13.05
0,17.12,-978.15,13.05
0,18.08,-978.99,12.93
0,17.24,-978.27,12.21
0,16.76,-979.23,12.69
0,16.76,-978.75,12.33
0,17.36,-978.27,12.57
0,17.12,-978.99,12.81
0,17.24,-978.51,12.69
0,17.12,-978.39,12.81
0,17.12,-978.27,12.69
0,17.72,-978.39,12.69
0,17.96,-978.39,12.93
0,16.88,-978.99,12.93
0,17.96,-977.91,12.45
0,17.60,-978.27,13.05
0,17.60,-977.91,12.93
0,17.60,-978.39,12.69
0,16.76,-978.87,12.93
0,17.48,-978.27,12.81
0,17.12,-978.27,12.45
0,17.00,-978.39,12.93
0,17.48,-978.51,13.29
0,17.00,-979.23,13.05
0,16.40,-978.63,13.29
0,16.88,-979.35,13.05
0,17.00,-978.15,13.17
0,17.00,-978.15,12.69
0,17.96,-978.51,13.05
0,17.36,-978.39,12.69
0,17.72,-979.23,12.69
0,17.48,-979.23,12.45
0,16.76,-978.27,13.89
0,17.00,-977.79,13.05
0,17.36,-979.71,13.05
0,17.12,-978.75,12.45
0,17.48,-978.63,12.81
0,17.84,-978.39,12.45
0,17.36,-977.79,13.05
0,18.32,-977.91,12.21
0,17.36,-977.55,11.97
0,17.60,-978.15,12.57
0,18.08,-978.51,12.57
0,17.12,-978.03,12.09
0,16.28,-978.15,12.45
0,17.48,-978.87,12.57
0,17.72,-978.03,12.33
0,17.60,-977.67,12.21
0,17.12,-978.27,12.09
0,17.12,-978.87,12.45
0,17.12,-978.15,12.45
0,17.48,-979.35,12.69
0,16.52,-978.99,12.93
0,17.36,-978.03,11.97
0,18.08,-978.75,12.57
0,17.00,-978.63,12.93
0,16.88,-978.03,11.97
0,16.76,-978.39,12.57
0,17.96,-978.99,12.33
0,16.52,-979.35,12.21
0,17.12,-978.39,12.45
0,16.28,-978.15,12.33
0,16.64,-978.63,12.69
0,16.88,-978.75,11.97
0,17.72,-978.51,11.73
0,17.36,-978.63,11.97
0,17.36,-978.03,13.17
0,17.48,-978.03,12.09
0,17.48,-978.87,12.45
0,17.96,-978.27,11.97
0,17.24,-978.39,12.69
0,18.08,-978.51,12.81
0,16.88,-978.63,12.45
0,17.72,-979.35,12.93
0,16.88,-979.35,12.33
0,17.48,-978.27,12.69
0,17.60,-978.51,12.69
0,17.96,-977.43,13.05
0,17.24,-978.39,13.29
0,16.64,-979.11,13.17
0,17.36,-978.87,12.69
0,17.36,-978.63,13.77
0,16.88,-978.99,12.69
0,17.48,-978.03,13.05
0,17.24,-979.47,12.93
0,17.96,-977.91,12.69
0,17.96,-978.63,13.41
0,17.60,-978.15,13.17
0,16.88,-978.87,12.81
0,17.36,-978.39,13.05
0,16.88,-978.27,12.81
0,16.76,-979.11,12.93
0,17.24,-978.27,12.81
0,17.48,-978.75,12.45
0,17.24,-978.75,12.45
0,17.48,-978.75,12.21
0,17.24,-979.35,12.81
0,17.72,-978.51,13.05
0,17.12,-978.15,12.93
0,17.24,-978.63,12.57
0,17.72,-978.75,13.17
0,16.52,-978.39,13.41
0,16.76,-978.39,12.69
0,16.52,-978.39,12.69
0,17.00,-979.59,13.17
0,17.36,-978.39,13.05
0,17.00,-977.55,13.29
0,17.24,-978.15,13.05
0,18.08,-979.23,12.69
0,17.24,-978.75,12.45
0,17.60,-978.39,13.53
0,16.88,-978.63,12.45
0,17.48,-978.03,12.09
0,17.24,-978.87,13.53
0,16.64,-978.75,12.93
0,16.28,-979.11,12.57
0,17.72,-978.03,12.09
0,17.24,-978.75,13.17
0,17.24,-979.59,12.21
0,17.72,-978.63,12.33
0,17.60,-978.63,12.33
0,18.08,-977.55,12.57
0,17.72,-978.51,11.85
0,17.00,-978.39,12.45
0,17.48,-978.39,12.09
0,17.00,-978.51,12.09
0,17.96,-978.63,12.81
0,17.24,-978.75,11.97
0,17.24,-978.39,11.97
0,17.36,-979.47,12.33
0,17.12,-978.39,12.21
0,17.96,-978.03,12.21
0,17.24,-979.35,12.09
0,17.72,-978.39,12.21
0,16.64,-978.99,11.85
0,17.84,-978.39,12.69
0,18.32,-978.99,12.69
0,16.88,-978.39,12.81
0,17.96,-978.75,12.45
0,17.24,-978.27,12.57
0,16.52,-978.87,12.93
0,17.36,-978.39,13.05
0,17.12,-979.11,12.45
0,16.88,-978.39,12.09
0,17.48,-979.23,12.69
0,16.52,-978.99,12.09
0,17.00,-978.87,12.21
0,17.48,-978.63,12.21
0,17.36,-978.75,12.93
0,17.84,-978.63,12.69
0,17.48,-978.39,12.93
0,17.60,-977.91,12.09
0,17.72,-978.99,12.21
0,17.00,-978.39,12.45
0,17.60,-978.27,12.57
0,17.72,-978.39,12.21
0,17.36,-978.27,12.81
0,16.76,-977.31,11.85
0,17.12,-978.63,11.97
0,17.24,-979.23,11.97
0,17.00,-978.39,12.09
0,17.48,-978.75,12.21
0,17.36,-978.75,12.33
0,17.60,-979.47,12.57
0,18.20,-979.35,11.73
0,17.24,-978.87,12.81
0,17.60,-978.75,11.85
0,17.36,-978.39,12.57
0,17.36,-978.87,11.97
0,17.48,-977.91,12.33
0,16.76,-978.75,12.21
0,17.00,-978.03,11.97
0,17.00,-978.63,12.81
0,16.88,-978.75,13.17
0,17.36,-978.27,12.21
0,17.12,-978.87,12.45
0,17.00,-978.63,12.81
0,17.48,-979.23,12.45
0,17.24,-978.51,13.05
0,17.36,-978.15,12.57
0,17.24,-978.75,12.81
0,16.76,-979.11,12.57
0,17.00,-978.75,12.93
0,17.00,-977.91,11.73
0,17.96,-978.63,12.45
0,17.60,-978.03,12.81
0,18.08,-978.75,12.57
0,16.52,-978.63,12.57
0,16.88,-978.27,12.33
0,17.72,-979.11,12.45
0,17.48,-978.63,13.17
0,16.28,-978.87,12.93
0,18.20,-978.63,12.69
0,17.48,-977.67,12.45
0,17.24,-978.87,12.45
0,17.12,-978.51,12.57
0,17.48,-978.75,11.97
0,17.12,-977.91,13.05
0,17.60,-978.99,12.93
0,17.36,-978.27,12.93
0,17.12,-978.27,12.81
0,17.72,-978.99,12.81
0,17.48,-978.75,12.81
0,17.60,-978.51,12.81
0,17.00,-978.75,13.05
0,16.28,-978.27,12.93
0,17.00,-979.23,13.05
0,17.00,-978.87,12.57
0,16.88,-978.63,13.05
0,16.64,-978.03,13.05
0,17.48,-978.87,12.69
0,17.72,-979.23,13.29
0,17.60,-978.51,13.05
0,17.72,-979.23,13.05
0,17.36,-978.51,13.17
0,18.08,-978.75,12.93
0,17.36,-977.91,12.69
0,16.88,-978.15,12.81
0,17.72,-978.51,13.05
0,17.60,-978.03,12.45
0,17.48,-978.51,13.53
0,16.76,-978.75,12.93
0,17.00,-978.39,12.69
0,17.12,-978.15,12.69
0,17.60,-978.63,13.05
0,17.84,-978.75,13.17
0,16.88,-978.03,12.69
0,17.36,-978.51,13.17
0,17.72,-978.39,13.05
0,17.24,-978.39,13.17
0,17.84,-978.15,12.57
0,17.36,-978.03,12.57
0,17.60,-978.99,13.89
0,17.84,-978.75,13.05
0,17.36,-978.03,13.53
0,17.00,-979.11,14.13
0,17.96,-977.67,12.81
0,16.64,-978.39,13.05
0,17.24,-979.35,13.41
0,17.36,-978.87,12.93
0,17.36,-978.15,12.93
0,17.48,-976.95,12.33
0,17.84,-977.91,12.93
0,17.72,-978.63,13.53
0,17.60,-978.87,13.77
0,17.36,-978.75,13.05
0,16.76,-977.19,12.93
0,16.88,-978.15,12.93
0,17.60,-979.23,12.81
0,17.48,-978.15,13.05
0,17.24,-978.03,13.41
0,17.72,-978.39,12.93
0,16.88,-979.11,12.69
0,18.08,-978.27,12.45
0,17.12,-978.51,13.05
0,17.72,-978.63,12.57
0,16.88,-978.51,12.81
0,16.76,-978.63,12.69
0,16.64,-978.15,12.81
0,17.72,-978.27,12.45
0,16.76,-978.63,12.21
0,17.36,-978.39,12.57
0,16.76,-978.99,12.93
0,17.00,-978.75,11.73
0,17.00,-978.39,13.17
0,17.36,-978.75,12.57
0,17.36,-978.99,12.57
0,17.00,-977.79,12.33
0,17.72,-978.27,12.33
0,17.84,-978.27,12.81
0,17.00,-978.27,12.81
0,17.12,-978.63,12.21
0,17.48,-978.03,12.69
0,16.88,-978.27,12.45
0,18.44,-978.15,12.69
0,17.36,-978.27,12.69
0,17.24,-978.15,12.57
0,17.00,-978.75,12.69
0,17.48,-978.27,12.33
0,16.64,-978.27,11.85
0,17.00,-978.39,12.33
0,18.32,-978.99,12.33
0,17.12,-978.39,12.69
0,17.12,-978.63,13.29
0,17.12,-978.03,12.81
0,17.60,-979.23,12.69
0,16.76,-979.35,12.93
0,16.76,-977.55,12.93
0,17.00,-979.11,12.69
0,17.48,-978.39,13.41
0,17.12,-978.27,12.45
0,16.52,-978.27,12.33
0,17.60,-979.23,12.81
0,17.36,-978.87,12.93
0,17.48,-977.91,12.81
0,18.08,-978.39,12.93
0,17.36,-978.75,12.09
0,17.60,-978.99,12.21
0,17.48,-978.75,12.69
0,17.24,-979.35,12.69
0,17.00,-979.11,12.45
0,17.48,-977.67,12.45
0,17.84,-979.59,12.21
0,17.24,-979.11,12.57
0,18.44,-978.51,12.45
0,17.36,-979.11,12.33
0,17.60,-978.75,11.97
0,17.96,-978.27,12.69
0,17.36,-979.35,12.69
0,16.88,-978.03,12.93
0,17.00,-978.99,11.85
0,17.60,-978.87,12.93
0,17.24,-978.51,12.45
0,16.76,-977.91,13.05
0,17.24,-978.75,12.45
0,16.88,-978.03,12.57
0,17.96,-978.39,12.69
0,17.60,-978.63,12.33
0,16.76,-979.23,12.45
0,17.24,-978.87,12.69
0,17.72,-978.51,12.33
0,16.76,-978.87,13.05
0,16.76,-978.87,12.33
0,17.00,-978.63,12.45
0,17.60,-978.63,12.69
0,17.00,-978.63,12.81
0,16.64,-979.35,13.17
0,17.60,-976.83,12.57
0,17.84,-978.15,12.21
0,17.36,-978.51,12.45
0,16.88,-978.15,13.41
0,16.28,-979.11,12.69
0,17.72,-978.15,12.69
0,17.36,-978.99,12.57
0,17.00,-977.79,12.45
0,17.00,-978.87,12.21
0,18.32,-978.39,12.69
0,17.72,-978.63,12.93
0,17.12,-978.51,12.09
0,17.60,-979.23,13.17
0,17.12,-977.91,12.21
0,17.96,-978.87,12.57
0,17.96,-978.63,12.93
0,17.24,-978.03,12.45
0,16.88,-978.51,12.69
0,17.96,-978.39,12.33
0,17.00,-977.67,12.45
0,17.72,-978.75,12.21
0,17.36,-978.87,12.21
0,17.36,-978.87,12.09
0,17.96,-979.11,12.57
0,17.84,-977.91,12.57
0,16.88,-979.23,12.21
0,17.24,-978.75,13.05
0,17.24,-978.03,12.57
0,17.48,-977.91,12.81
0,17.36,-978.75,12.33
0,17.84,-978.63,12.57
0,17.24,-978.39,12.45
0,16.28,-978.51,12.45
0,17.36,-978.87,13.17
0,16.88,-977.91,12.33
0,17.72,-978.27,12.57
0,17.24,-978.75,12.81
0,17.24,-978.03,12.33
0,17.72,-978.87,12.33
0,17.36,-978.51,12.69
0,16.88,-978.75,12.45
0,17.00,-978.75,12.69
0,17.24,-978.03,12.57
0,17.36,-978.51,12.45
0,16.64,-978.75,12.57
0,17.60,-979.59,12.57
0,17.96,-978.51,11.97
0,18.08,-978.39,12.81
0,17.48,-978.63,12.33
0,17.00,-978.75,12.33
0,17.48,-978.99,13.17
0,16.64,-978.39,13.05
0,17.84,-978.51,12.81
0,17.96,-978.27,12.81
0,18.32,-978.51,13.05
0,17.84,-978.15,12.09
0,17.24,-978.99,12.81
0,17.60,-979.23,12.69
0,17.00,-978.03,12.69
0,17.12,-978.27,11.97
0,17.96,-978.99,12.21
0,17.72,-978.39,12.81
0,16.76,-978.51,13.05
0,17.60,-978.27,12.57
0,17.60,-978.99,12.33
0,16.88,-978.03,13.05
0,18.56,-978.63,13.17
0,17.00,-979.23,12.81
0,17.24,-977.79,12.69
0,17.48,-978.51,13.05
0,17.24,-978.63,12.57
0,16.64,-977.55,13.17
0,17.72,-978.15,13.17
0,17.84,-978.51,12.81
0,17.12,-978.51,12.81
0,17.60,-978.27,12.93
0,17.36,-979.11,13.17
0,17.36,-977.67,12.33
0,17.48,-977.91,12.45
0,17.00,-978.39,12.57
0,16.28,-978.03,12.21
0,17.60,-978.51,13.05
0,17.00,-977.79,13.05
0,17.48,-978.63,12.81
0,17.00,-978.63,12.21
0,17.72,-978.63,13.05
0,17.24,-978.39,13.17
0,17.12,-979.11,13.17
0,17.24,-979.47,12.93
0,17.60,-978.03,12.09
0,17.12,-978.99,12.57
0,17.48,-978.75,12.33
0,17.60,-978.87,13.17
0,18.20,-979.11,12.21
0,17.12,-979.83,13.29
0,17.00,-978.15,12.57
0,17.84,-978.39,12.57
0,17.84,-978.99,12.81
0,16.76,-978.15,13.29
0,17.12,-978.51,13.29
0,17.36,-977.91,13.05
0,17.00,-978.75,12.57
0,18.20,-979.11,12.81
0,17.36,-977.79,12.57
0,17.60,-978.15,12.81
0,17.60,-978.27,12.33
0,16.52,-978.27,13.05
0,17.36,-979.11,12.81
0,17.24,-978.87,13.17
0,17.00,-978.15,12.33
0,17.00,-977.55,12.09
0,17.72,-978.27,12.69
0,17.84,-978.03,12.45
0,16.76,-978.87,12.57
0,17.00,-978.27,12.93
0,17.24,-978.15,12.69
0,17.84,-978.39,12.81
0,16.28,-978.51,12.69
0,17.72,-978.27,12.57
0,17.00,-978.03,12.69
0,17.72,-978.75,13.05
0,17.48,-978.03,12.69
0,17.72,-978.27,12.21
0,17.48,-978.03,12.69
0,18.20,-978.63,12.81
0,17.60,-977.67,12.93
0,17.24,-978.75,13.77
0,17.60,-978.63,13.41
0,16.64,-977.91,13.05
0,17.72,-978.15,13.05
0,17.24,-978.75,12.57
0,16.76,-979.23,13.53
0,17.72,-977.79,13.53
0,17.60,-977.91,12.81
0,16.76,-978.51,12.33
0,17.84,-978.15,12.93
0,17.00,-978.39,12.69
0,17.60,-978.75,12.81
0,16.88,-978.51,13.17
0,17.72,-977.91,12.33
0,17.36,-978.39,12.21
0,17.48,-978.87,12.57
0,17.60,-978.39,12.45
0,17.24,-978.51,13.29
0,17.60,-979.95,13.05
0,17.36,-978.27,12.69
0,17.84,-978.03,12.57
0,17.36,-977.67,12.57
0,17.24,-978.27,13.17
0,16.28,-978.39,12.33
0,17.96,-977.67,12.57
0,17.12,-978.15,12.69
0,17.48,-978.39,12.93
0,16.76,-978.99,12.69
0,17.36,-978.51,12.93
0,18.20,-978.75,12.93
0,18.08,-978.15,12.45
0,17.36,-977.67,12.33
0,17.48,-978.63,12.69
0,16.64,-978.39,12.21
0,17.12,-977.91,13.05
0,17.12,-978.87,13.65
0,17.72,-978.63,12.57
0,18.08,-978.03,12.21
0,17.36,-978.03,12.81
0,18.32,-978.15,12.57
0,17.84,-978.51,11.97
0,17.12,-979.11,12.21
0,17.60,-978.63,12.93
0,17.12,-978.87,12.93
0,17.24,-978.03,13.17
0,17.48,-977.67,12.81
0,17.96,-978.03,13.17
0,16.76,-977.79,12.81
0,17.60,-978.87,12.69
0,18.20,-978.15,12.33
0,17.60,-978.51,12.69
0,17.84,-978.27,12.45
0,17.36,-978.39,13.17
0,17.36,-977.43,12.33
0,17.36,-978.27,12.33
0,17.36,-978.63,12.93
0,17.84,-978.87,12.45
0,17.96,-979.23,12.57
0,17.60,-977.79,12.09
0,17.72,-978.63,12.21
0,17.60,-977.55,12.81
0,16.88,-978.87,12.45
0,17.36,-978.51,12.93
0,17.00,-979.59,12.45
0,17.72,-978.99,12.57
0,17.36,-978.39,12.33
0,17.96,-978.75,12.93
0,17.12,-978.51,12.33
0,17.84,-978.75,12.57
0,17.00,-978.03,12.81
0,17.48,-978.75,12.45
0,17.36,-978.27,12.33
0,17.72,-978.27,12.45
0,17.48,-977.91,12.69
0,17.72,-978.39,12.33
0,17.00,-979.95,12.69
0,17.96,-978.39,11.97
0,17.60,-979.59,12.21
0,17.24,-978.63,12.21
0,16.76,-978.39,12.45
0,17.24,-978.15,13.41
0,16.52,-978.87,12.57
0,17.36,-978.99,12.81
0,18.08,-978.39,12.69
0,17.96,-978.03,12.81
0,17.60,-978.99,12.81
0,16.76,-978.63,12.81
0,17.72,-978.27,12.69
0,17.36,-977.91,12.33
0,17.36,-977.91,12.93
0,17.60,-978.63,11.97
0,17.12,-979.11,12.69
0,17.84,-978.63,12.81
0,17.72,-978.99,13.29
0,17.60,-977.79,12.21
0,17.24,-978.51,12.09
0,17.36,-978.63,12.45
0,17.48,-978.03,13.17
0,16.76,-978.87,12.45
0,16.76,-978.15,12.33
0,17.24,-978.99,12.21
0,17.84,-978.15,12.45
0,16.76,-978.39,12.33
0,17.36,-977.79,11.97
0,17.24,-978.87,11.85
0,18.32,-978.75,12.57
0,16.64,-978.03,12.21
0,17.24,-978.63,12.45
0,18.08,-978.75,12.21
0,17.36,-979.11,12.09
0,17.48,-978.51,11.49
0,17.24,-977.43,12.21
0,17.60,-978.63,12.09
0,17.60,-978.51,12.45
0,17.48,-978.27,12.09
0,17.72,-979.59,11.73
0,17.60,-978.39,12.81
0,17.36,-978.27,12.57
0,18.32,-978.87,11.85
0,17.72,-978.75,12.33
0,17.48,-978.63,12.45
0,17.24,-978.63,12.21
0,17.12,-978.75,13.05
0,18.08,-979.11,11.61
0,16.76,-978.39,12.93
0,18.08,-978.27,12.45
0,18.08,-978.51,12.09
0,17.84,-978.27,12.69
0,18.44,-979.11,12.21
0,18.08,-977.79,12.09
0,17.36,-978.87,12.45
0,17.12,-978.27,11.61
0,17.48,-978.27,12.57
0,17.84,-978.51,12.45
0,16.76,-978.75,12.81
0,17.60,-977.43,12.45
0,17.60,-978.63,12.09
0,17.96,-978.03,12.45
0,17.84,-978.27,11.85
0,17.24,-978.63,12.09
0,17.96,-977.67,11.61
0,17.60,-978.51,11.49
0,18.32,-978.03,12.45
0,17.12,-978.63,10.89
0,18.08,-978.87,11.73
0,17.36,-978.03,11.37
0,18.20,-978.39,11.61
0,17.36,-978.27,11.97
0,17.48,-977.79,12.09
0,17.84,-979.11,11.49
0,17.48,-978.27,11.85
0,17.12,-978.27,11.37
0,17.72,-978.27,11.61
0,17.72,-978.99,11.37
0,17.96,-978.39,11.85
0,17.12,-977.91,11.25
0,17.24,-978.87,11.97
0,16.28,-978.63,12.09
0,17.48,-977.91,11.37
0,17.36,-978.03,12.09
0,17.00,-978.75,11.97
0,17.36,-979.35,11.73
0,16.88,-978.39,11.37
0,17.48,-978.51,12.33
0,17.24,-978.15,11.73
0,17.24,-978.63,11.73
0,16.64,-978.15,11.85
0,17.48,-978.99,12.09
0,18.32,-978.99,12.21
0,16.88,-977.67,12.09
0,17.00,-978.75,11.97
0,16.76,-978.87,12.21
0,17.60,-978.63,12.69
0,17.48,-978.27,12.21
0,17.48,-977.31,12.21
0,17.60,-979.11,11.85
0,17.48,-978.51,12.21
0,17.48,-977.31,11.49
0,16.88,-978.15,11.97
0,17.00,-978.51,11.85
0,18.08,-978.27,11.73
0,17.60,-978.39,11.37
0,17.60,-977.55,11.37
0,17.72,-978.51,12.33
0,17.84,-977.91,12.21
0,17.60,-977.67,12.69
0,17.00,-978.51,12.33
0,17.60,-978.51,12.33
0,16.88,-978.99,12.09
0,17.12,-977.91,12.81
0,18.08,-979.11,12.69
0,17.60,-978.15,12.21
0,17.00,-978.27,12.57
0,17.48,-978.51,12.69
0,17.84,-978.87,12.69
0,18.20,-977.19,12.21
0,18.20,-979.35,12.69
0,17.00,-978.87,12.09
0,17.36,-978.39,12.57
0,17.84,-978.51,13.05
0,17.00,-977.43,12.69
0,17.24,-978.63,12.69
0,17.24,-978.51,12.33
0,17.48,-977.79,11.85
0,17.36,-978.75,12.09
0,17.12,-978.63,11.85
0,17.72,-978.51,12.33
0,17.36,-977.91,11.85
0,17.24,-977.91,11.61
0,17.36,-978.99,12.93
0,17.36,-976.71,12.45
0,16.64,-978.75,12.33
0,17.48,-977.67,12.09
0,17.24,-978.39,11.73
0,17.24,-979.35,12.69
0,16.88,-978.99,12.57
0,17.00,-978.15,12.57
0,16.52,-978.39,12.93
0,17.36,-978.99,12.69
0,17.60,-979.47,12.69
0,17.00,-978.15,12.69
0,17.12,-978.03,12.45
0,17.96,-978.75,12.45
0,17.36,-978.87,12.57
0,16.64,-978.27,12.09
0,17.48,-978.27,12.69
0,17.96,-977.67,12.57
0,17.72,-978.87,13.05
0,17.60,-978.39,12.81
0,17.48,-978.75,12.21
0,17.48,-977.91,12.33
0,17.24,-978.87,12.69
0,17.24,-978.63,12.93
0,16.88,-978.75,12.33
0,17.84,-978.51,12.57
0,17.60,-979.35,13.17
0,17.24,-978.39,12.57
0,17.72,-978.51,13.05
0,18.20,-978.27,12.57
0,17.48,-978.03,11.85
0,16.88,-978.27,12.69
0,17.12,-978.39,11.85
0,17.36,-978.75,12.21
0,17.48,-978.87,13.29
0,17.72,-978.99,12.21
0,17.72,-977.79,12.69
0,17.84,-977.79,12.57
0,17.12,-978.87,12.33
0,17.72,-978.15,12.45
0,17.96,-978.27,11.73
0,17.72,-978.87,12.45
0,18.20,-978.15,12.21
0,16.28,-978.03,12.21
0,17.96,-978.39,12.45
0,17.48,-978.39,11.61
0,18.20,-978.75,11.97
0,17.36,-978.75,12.45
0,17.12,-978.99,12.45
0,17.36,-978.27,12.45
0,17.96,-977.91,12.33
0,17.12,-978.15,12.45
0,17.36,-978.63,12.33
0,17.60,-978.63,11.73
0,17.12,-978.51,13.05
0,17.12,-978.63,12.57
0,16.88,-977.79,12.69
0,17.12,-978.39,12.93
0,16.76,-977.91,11.85
0,17.72,-978.63,12.57
0,17.36,-978.39,11.85
0,17.96,-978.39,12.21
0,18.20,-978.51,12.81
0,16.88,-978.75,12.81
0,17.48,-979.35,11.97
0,18.20,-978.03,12.45
0,17.00,-978.63,12.33
0,17.24,-979.11,12.57
0,16.88,-978.39,12.33
0,17.72,-978.75,12.69
0,16.88,-978.39,12.21
0,17.60,-977.31,12.21
0,17.48,-978.75,12.45
0,17.84,-978.27,12.33
0,17.36,-978.99,12.93
0,18.08,-978.51,12.57
0,17.12,-978.51,12.33
0,17.12,-979.35,12.21
0,17.12,-978.63,12.33
0,17.60,-978.51,12.45
0,17.48,-978.15,12.93
0,17.36,-978.63,12.21
0,17.96,-977.79,12.69
0,17.12,-978.63,12.93
0,17.96,-977.55,13.05
0,17.96,-978.15,13.17
0,17.00,-977.79,12.21
0,17.12,-978.51,12.93
0,17.00,-977.67,12.33
0,17.48,-978.63,12.81
0,17.00,-978.27,13.65
0,17.60,-977.91,12.69
0,17.72,-979.23,13.29
0,17.36,-977.91,12.81
0,17.60,-978.99,12.69
0,16.40,-978.03,12.69
0,17.60,-978.75,12.81
0,17.84,-978.51,12.69
0,18.08,-978.15,12.81
0,17.72,-978.63,12.09
0,16.40,-978.87,12.57
0,17.48,-978.27,13.05
0,17.36,-978.87,11.97
0,17.36,-978.51,12.45
0,17.60,-978.15,12.09
0,17.60,-978.51,12.57
0,17.72,-978.63,12.57
0,17.84,-978.99,12.45
0,17.12,-977.67,12.21
0,17.48,-978.39,12.69
0,17.96,-978.51,12.93
0,17.36,-977.79,12.81
0,17.72,-979.23,12.57
0,17.24,-977.31,12.21
0,17.48,-978.15,13.05
0,17.00,-977.67,11.97
0,17.84,-978.39,12.81
0,17.36,-978.03,12.45
0,17.84,-978.51,13.05
0,17.00,-978.03,12.45
0,18.32,-978.27,12.81
0,17.60,-978.63,12.93
0,17.12,-977.91,12.57
0,17.36,-978.63,12.57
0,17.24,-978.39,13.29
0,17.84,-978.63,12.33
0,18.67,-978.15,12.57
0,17.48,-978.87,11.97
0,17.60,-978.15,12.69
0,17.60,-978.51,13.17
0,16.88,-978.99,12.81
0,17.60,-978.75,12.33
0,17.96,-977.67,11.25
0,17.96,-978.75,12.57
0,17.72,-978.87,12.45
0,17.12,-978.39,12.57
0,16.88,-978.63,12.21
0,17.12,-978.27,11.73
0,17.72,-978.39,11.97
0,17.60,-979.11,12.57
0,18.20,-978.03,11.73
0,17.36,-978.75,12.09
0,17.36,-978.15,11.97
0,17.00,-978.03,11.61
0,17.48,-978.51,12.21
0,17.36,-977.91,12.57
0,17.72,-978.51,12.21
0,17.36,-978.15,12.09
0,17.36,-978.39,11.61
0,16.64,-978.03,11.97
0,17.00,-978.63,11.85
0,17.00,-979.23,11.61
0,17.60,-978.63,11.37
0,18.32,-978.27,11.73
0,17.36,-978.03,12.33
0,17.12,-977.67,12.21
0,18.56,-978.27,12.09
0,17.48,-978.99,13.05
0,17.84,-978.51,12.33
0,16.76,-978.39,13.05
0,17.72,-978.63,12.57
0,17.72,-977.79,12.57
0,17.48,-978.51,11.97
0,17.24,-978.27,12.21
0,17.48,-977.79,12.09
0,17.00,-978.99,11.97
0,18.20,-977.67,12.33
0,16.76,-978.51,12.69
0,17.24,-978.27,13.29
0,17.36,-979.35,13.05
0,17.96,-978.87,12.81
0,17.72,-978.27,12.45
0,17.36,-979.23,12.81
0,17.96,-978.39,12.93
0,18.20,-978.63,12.93
0,17.12,-979.23,13.29
0,17.24,-978.63,12.69
0,17.48,-977.67,12.93
0,18.56,-978.03,12.45
0,17.84,-978.99,12.09
0,17.84,-977.67,12.57
0,18.32,-978.27,12.21
0,16.64,-978.39,12.45
0,18.20,-978.87,13.05
0,17.60,-978.15,12.93
0,17.72,-978.51,12.81
0,17.00,-978.03,12.45
0,17.36,-978.63,12.45
0,17.72,-978.39,12.69
0,17.24,-977.67,12.33
0,17.48,-977.79,12.69
0,17.12,-979.35,12.81
0,17.24,-978.75,12.93
0,18.08,-978.39,12.57
0,17.48,-978.27,12.45
0,17.72,-977.07,11.73
0,17.72,-978.63,12.21
0,17.00,-978.03,12.93
0,17.96,-978.75,12.33
0,17.72,-977.91,12.33
0,17.84,-977.55,12.21
0,17.12,-978.39,12.81
0,16.76,-978.51,12.69
0,18.08,-977.91,12.69
0,17.36,-978.63,13.53
0,17.60,-979.11,13.41
0,17.36,-977.79,12.09
0,17.24,-978.99,12.69
0,17.72,-978.63,13.53
0,17.60,-977.91,12.57
0,17.72,-978.51,12.69
0,18.44,-978.39,12.69
0,16.40,-979.23,12.33
0,17.00,-977.67,12.93
0,18.44,-978.63,12.81
